Method	Domain	Species	PD5	PD6	PF7	FAR_Island_C	NOR_Island_C	NOR_Island_W	PRI_Island_W	SAN_Island_W	Soil_Env	Soil_MC	Water_Env	Water_MC	Coral_Env
Environmental	Bacteria	Leptotrichia shahii				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Leuconostoc citreum				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Leuconostoc mesenteroides				1	1	0	0	1	0	0	1	0	2
Environmental	Bacteria	Limnobacter sp. MED105				2	8	5	14	9	0	0	28	0	10
Environmental	Bacteria	Listeria grayi				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Listeria innocua				1	0	2	0	1	0	0	3	0	1
Environmental	Bacteria	Listeria ivanovii				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	Listeria marthii				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Listeria monocytogenes				5	8	5	0	2	0	0	7	0	13
Environmental	Bacteria	Listeria seeligeri				1	0	0	2	1	0	0	3	0	1
Environmental	Bacteria	Loktanella vestfoldensis				2	14	2	17	18	0	0	37	0	16
Environmental	Bacteria	Lutiella nitroferrum				0	10	5	7	9	0	0	21	0	10
Environmental	Bacteria	Lyngbya majuscula				1	3	0	0	0	0	0	0	0	4
Environmental	Bacteria	Lyngbya sp. PCC 8106				20	24	0	17	13	0	0	30	0	44
Environmental	Bacteria	Lysinibacillus fusiformis				1	4	0	0	4	0	0	4	0	5
Environmental	Bacteria	Lysinibacillus sphaericus				0	9	0	0	5	0	0	5	0	9
Environmental	Bacteria	Magnetococcus sp. MC-1				5	20	7	17	15	0	0	39	0	25
Environmental	Bacteria	Magnetospirillum gryphiswaldense				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Mannheimia haemolytica				0	2	4	5	2	0	0	11	0	2
Environmental	Bacteria	Maribacter sp. HTCC2170				6	26	11	29	54	0	0	94	0	32
Environmental	Bacteria	Maricaulis maris				4	23	8	35	71	0	0	114	0	27
Environmental	Bacteria	marine bacterium 01-004080				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	marine gamma proteobacterium HTCC2080				6	24	24	46	41	0	0	111	0	30
Environmental	Bacteria	marine gamma proteobacterium HTCC2143				11	35	21	41	30	0	0	92	0	46
Environmental	Bacteria	marine gamma proteobacterium HTCC2148				13	25	16	35	39	0	0	90	0	38
Environmental	Bacteria	Marinobacter adhaerens				4	16	13	22	50	0	0	85	0	20
Environmental	Bacteria	Marinobacter algicola				2	12	19	34	45	0	0	98	0	14
Environmental	Bacteria	Marinobacter hydrocarbonoclasticus				3	18	42	40	55	0	0	137	0	21
Environmental	Bacteria	Marinobacter sp. ELB17				2	6	17	28	49	0	0	94	0	8
Environmental	Bacteria	Marinobacterium sp. KW44				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Marinomonas sp. MED121				0	10	34	31	20	0	0	85	0	10
Environmental	Bacteria	Marinomonas sp. MWYL1				7	16	39	39	41	0	0	119	0	23
Environmental	Bacteria	Mariprofundus ferrooxydans				0	9	3	11	2	0	0	16	0	9
Environmental	Bacteria	Maritimibacter alkaliphilus				7	13	10	31	36	0	0	77	0	20
Environmental	Bacteria	Marivirga tractuosa				0	16	4	21	35	0	0	60	0	16
Environmental	Bacteria	Marvinbryantia formatexigens				0	2	0	1	0	0	0	1	0	2
Environmental	Bacteria	Mastigocladus laminosus				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Megasphaera genomosp. type_1				3	0	0	3	2	0	0	5	0	3
Environmental	Bacteria	Megasphaera micronuciformis				2	0	0	0	0	0	0	0	0	2
Environmental	Bacteria	Meiothermus ruber				3	12	0	4	5	0	0	9	0	15
Environmental	Bacteria	Meiothermus silvanus				2	21	0	7	2	0	0	9	0	23
Environmental	Bacteria	Mesorhizobium ciceri				5	20	9	10	11	0	0	30	0	25
Environmental	Bacteria	Mesorhizobium opportunistum				10	25	11	28	20	0	0	59	0	35
Environmental	Bacteria	Mesorhizobium sp. F28				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Methylacidiphilum infernorum				0	5	0	3	3	0	0	6	0	5
Environmental	Bacteria	Methylibium petroleiphilum				4	6	1	9	11	0	0	21	0	10
Environmental	Bacteria	Methylobacillus flagellatus				1	6	10	10	8	0	0	28	0	7
Environmental	Bacteria	Methylobacter tundripaludum				1	8	7	9	15	0	0	31	0	9
Environmental	Bacteria	Methylobacterium extorquens				6	29	14	42	36	0	0	92	0	35
Environmental	Bacteria	Methylobacterium nodulans				8	30	10	13	19	0	0	42	0	38
Environmental	Bacteria	Methylobacterium organophilum				3	19	5	19	27	0	0	51	0	22
Environmental	Bacteria	Methylobacterium populi				0	7	1	12	14	0	0	27	0	7
Environmental	Bacteria	Methylobacterium sp. 4-46				9	23	8	14	19	0	0	41	0	32
Environmental	Bacteria	Methylocella silvestris				4	7	6	17	17	0	0	40	0	11
Environmental	Bacteria	Methylococcus capsulatus				10	25	5	25	20	0	0	50	0	35
Environmental	Bacteria	Methylocystis sp. ATCC 49242				3	9	7	11	14	0	0	32	0	12
Environmental	Bacteria	Methylophaga thiooxydans				2	8	10	13	13	0	0	36	0	10
Environmental	Bacteria	Methylophilales bacterium HTCC2181				0	0	2	8	7	0	0	17	0	0
Environmental	Bacteria	Methylosinus trichosporium				3	8	4	9	9	0	0	22	0	11
Environmental	Bacteria	Methylotenera mobilis				4	9	0	8	7	0	0	15	0	13
Environmental	Bacteria	Methylotenera versatilis				2	4	2	3	9	0	0	14	0	6
Environmental	Bacteria	Methylovorus glucosotrophus				1	4	1	5	8	0	0	14	0	5
Environmental	Bacteria	Methylovorus sp. MP688				1	2	0	1	4	0	0	5	0	3
Environmental	Bacteria	Micrococcus luteus				0	1	1	4	0	0	0	5	0	1
Environmental	Bacteria	Microcoleus chthonoplastes				18	33	2	5	16	0	0	23	0	51
Environmental	Bacteria	Microcystis wesenbergii				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Micromonospora aurantiaca				3	8	1	0	5	0	0	6	0	11
Environmental	Bacteria	Micromonospora sp. ATCC 39149				3	3	0	0	2	0	0	2	0	6
Environmental	Bacteria	Micromonospora sp. L5				2	12	0	3	9	0	0	12	0	14
Environmental	Bacteria	Microscilla marina				4	15	9	14	43	0	0	66	0	19
Environmental	Bacteria	Microscilla sp. PRE1				0	2	0	2	1	0	0	3	0	2
Environmental	Bacteria	Mitsuokella multacida				3	4	0	0	1	0	0	1	0	7
Environmental	Bacteria	Mobiluncus curtisii				0	0	1	0	1	0	0	2	0	0
Environmental	Bacteria	Mobiluncus mulieris				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	Moorella thermoacetica				5	27	0	4	5	0	0	9	0	32
Environmental	Bacteria	Moraxella catarrhalis				0	3	10	5	3	0	0	18	0	3
Environmental	Bacteria	Moraxella osloensis				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Moritella sp. PE36				1	5	42	27	9	0	0	78	0	6
Environmental	Bacteria	Mucilaginibacter paludis				4	17	3	10	20	0	0	33	0	21
Environmental	Bacteria	Mycobacterium avium				3	16	2	5	3	0	0	10	0	19
Environmental	Bacteria	Mycobacterium bovis				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Mycobacterium gilvum				3	16	0	4	3	0	0	7	0	19
Environmental	Bacteria	Mycobacterium leprae				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Mycobacterium marinum				0	11	0	1	1	0	0	2	0	11
Environmental	Bacteria	Mycobacterium parascrofulaceum				2	18	0	1	0	0	0	1	0	20
Environmental	Bacteria	Mycobacterium smegmatis				7	21	0	3	6	0	0	9	0	28
Environmental	Bacteria	Mycobacterium sp. JLS				5	15	3	9	5	0	0	17	0	20
Environmental	Bacteria	Mycobacterium sp. KMS				5	12	3	3	2	0	0	8	0	17
Environmental	Bacteria	Mycobacterium sp. MCS				5	12	3	3	2	0	0	8	0	17
Environmental	Bacteria	Mycobacterium tuberculosis				2	22	0	5	7	0	0	12	0	24
Environmental	Bacteria	Mycobacterium ulcerans				3	4	0	4	4	0	0	8	0	7
Environmental	Bacteria	Mycobacterium vanbaalenii				3	24	0	9	8	0	0	17	0	27
Environmental	Bacteria	Mycoplasma capricolum				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Mycoplasma hyopneumoniae				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Mycoplasma mycoides				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Myxococcus xanthus				13	42	6	10	22	0	0	38	0	55
Environmental	Bacteria	Nakamurella multipartita				2	14	1	7	7	0	0	15	0	16
Environmental	Bacteria	Natranaerobius thermophilus				0	6	2	5	1	0	0	8	0	6
Environmental	Bacteria	Nautilia profundicola				0	1	2	2	2	0	0	6	0	1
Environmental	Bacteria	Neisseria cinerea				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Neisseria elongata				0	3	1	2	3	0	0	6	0	3
Environmental	Bacteria	Neisseria flavescens				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	Neisseria gonorrhoeae				0	1	9	5	4	0	0	18	0	1
Environmental	Bacteria	Neisseria lactamica				1	2	0	2	0	0	0	2	0	3
Environmental	Bacteria	Neisseria meningitidis				1	2	2	11	9	0	0	22	0	3
Environmental	Bacteria	Neisseria mucosa				0	2	0	2	1	0	0	3	0	2
Environmental	Bacteria	Neisseria sicca				0	0	1	2	0	0	0	3	0	0
Environmental	Bacteria	Neisseria sp. oral taxon 014				0	2	2	0	1	0	0	3	0	2
Environmental	Bacteria	Neisseria subflava				0	0	0	0	4	0	0	4	0	0
Environmental	Bacteria	Neorickettsia risticii				0	0	0	2	3	0	0	5	0	0
Environmental	Bacteria	Neorickettsia sennetsu				0	0	0	9	3	0	0	12	0	0
Environmental	Bacteria	Neptuniibacter caesariensis				6	15	19	27	31	0	0	77	0	21
Environmental	Bacteria	Nitratifractor salsuginis				0	3	1	1	0	0	0	2	0	3
Environmental	Bacteria	Nitrobacter hamburgensis				2	9	4	22	19	0	0	45	0	11
Environmental	Bacteria	Nitrobacter sp. Nb-311A				1	9	1	7	11	0	0	19	0	10
Environmental	Bacteria	Nitrobacter winogradskyi				2	9	6	31	23	0	0	60	0	11
Environmental	Bacteria	Nitrococcus mobilis				5	34	5	8	15	0	0	28	0	39
Environmental	Bacteria	Nitrosococcus halophilus				8	24	10	16	18	0	0	44	0	32
Environmental	Bacteria	Nitrosococcus oceani				11	26	10	26	29	0	0	65	0	37
Environmental	Bacteria	Nitrosococcus watsonii				0	13	2	8	7	0	0	17	0	13
Environmental	Bacteria	Nitrosomonas eutropha				2	8	7	14	12	0	0	33	0	10
Environmental	Bacteria	Nitrosomonas sp. AL212				0	6	1	7	6	0	0	14	0	6
Environmental	Bacteria	Nitrosospira multiformis				4	8	5	12	11	0	0	28	0	12
Environmental	Bacteria	Nitrosospira sp. PJA1				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Nocardioides sp. JS614				0	20	3	6	13	0	0	22	0	20
Environmental	Bacteria	Nocardiopsis dassonvillei				0	14	0	7	5	0	0	12	0	14
Environmental	Bacteria	Nodularia spumigena				15	20	2	11	7	0	0	20	0	35
Environmental	Bacteria	Nonomuraea sp. ATCC 39727				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Nostoc flagelliforme				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Nostoc punctiforme				34	43	6	14	12	0	0	32	0	77
Environmental	Bacteria	Nostoc sp. 'Peltigera membranacea cyanobiont'				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Novosphingobium aromaticivorans				5	11	6	16	36	0	0	58	0	16
Environmental	Bacteria	Oceanicaulis sp. HTCC2633				7	14	8	17	65	0	0	90	0	21
Environmental	Bacteria	Oceanicola granulosus				2	16	6	23	19	0	0	48	0	18
Environmental	Bacteria	Oceanimonas sp. Be07				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Oceanithermus profundus				3	9	0	7	4	0	0	11	0	12
Environmental	Bacteria	Ochrobactrum anthropi				6	13	11	34	28	0	0	73	0	19
Environmental	Bacteria	Ochrobactrum intermedium				0	1	2	8	6	0	0	16	0	1
Environmental	Bacteria	Octadecabacter antarcticus				8	28	9	36	52	0	0	97	0	36
Environmental	Bacteria	Oenococcus oeni				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Oligotropha carboxidovorans				5	9	5	29	15	0	0	49	0	14
Environmental	Bacteria	Onion proliferation phytoplasma				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Opitutus terrae				4	25	3	9	18	0	0	30	0	29
Environmental	Bacteria	Oribacterium sinus				1	1	0	0	0	0	0	0	0	2
Environmental	Bacteria	Oribacterium sp. oral taxon 078				1	2	0	0	0	0	0	0	0	3
Environmental	Bacteria	Oscillochloris trichoides				9	24	3	1	6	0	0	10	0	33
Environmental	Bacteria	Oxalobacter formigenes				1	3	5	4	4	0	0	13	0	4
Environmental	Bacteria	Paenarthrobacter aurescens				3	8	0	3	2	0	0	5	0	11
Environmental	Bacteria	Paenibacillus curdlanolyticus				1	2	1	1	0	0	0	2	0	3
Environmental	Bacteria	Paenibacillus larvae				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	Paenibacillus mucilaginosus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Paenibacillus polymyxa				3	18	1	1	6	0	0	8	0	21
Environmental	Bacteria	Paenibacillus sp. JDR-2				0	28	1	4	6	0	0	11	0	28
Environmental	Bacteria	Paenibacillus sp. oral taxon 786				2	16	1	2	0	0	0	3	0	18
Environmental	Bacteria	Paenibacillus sp. Y412MC10				0	17	2	2	7	0	0	11	0	17
Environmental	Bacteria	Paenibacillus vortex				1	6	0	4	1	0	0	5	0	7
Environmental	Bacteria	Paludibacter propionicigenes				0	3	0	0	10	0	0	10	0	3
Environmental	Bacteria	Pantoea ananatis				0	6	9	5	4	0	0	18	0	6
Environmental	Bacteria	Pantoea sp. aB				0	0	6	0	1	0	0	7	0	0
Environmental	Bacteria	Pantoea sp. At-9b				1	3	14	11	9	0	0	34	0	4
Environmental	Bacteria	Pantoea vagans				0	4	10	7	1	0	0	18	0	4
Environmental	Bacteria	Parabacteroides distasonis				1	13	0	5	20	0	0	25	0	14
Environmental	Bacteria	Parabacteroides johnsonii				3	3	0	0	7	0	0	7	0	6
Environmental	Bacteria	Parabacteroides merdae				0	4	0	0	12	0	0	12	0	4
Environmental	Bacteria	Parabacteroides sp. D13				0	6	0	2	10	0	0	12	0	6
Environmental	Bacteria	Paraburkholderia graminis				0	5	1	5	3	0	0	9	0	5
Environmental	Bacteria	Paraburkholderia phymatum				4	6	5	16	14	0	0	35	0	10
Environmental	Bacteria	Paraburkholderia phytofirmans				1	9	0	6	5	0	0	11	0	10
Environmental	Bacteria	Paraburkholderia xenovorans				7	15	2	17	16	0	0	35	0	22
Environmental	Bacteria	Parachlamydia acanthamoebae				3	2	0	6	2	0	0	8	0	5
Environmental	Bacteria	Paracoccus aminophilus				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Paracoccus denitrificans				10	18	8	34	38	0	0	80	0	28
Environmental	Bacteria	Paracoccus marcusii				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Paracoccus pantotrophus				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	Parvibaculum lavamentivorans				9	43	17	84	73	0	0	174	0	52
Environmental	Bacteria	Parvibaculum sp. P31				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Parvimonas micra				0	1	2	0	1	0	0	3	0	1
Environmental	Bacteria	Parvularcula bermudensis				4	15	9	25	33	0	0	67	0	19
Environmental	Bacteria	Pasteurella caballi				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Pasteurella dagmatis				1	0	3	3	4	0	0	10	0	1
Environmental	Bacteria	Pasteurella multocida				0	0	11	11	4	0	0	26	0	0
Environmental	Bacteria	Pectobacterium carotovorum				1	1	12	11	11	0	0	34	0	2
Environmental	Bacteria	Pectobacterium wasabiae				1	0	7	7	6	0	0	20	0	1
Environmental	Bacteria	Pediococcus pentosaceus				4	14	0	2	2	0	0	4	0	18
Environmental	Bacteria	Pedobacter heparinus				2	20	9	19	24	0	0	52	0	22
Environmental	Bacteria	Pedobacter saltans				0	10	2	5	22	0	0	29	0	10
Environmental	Bacteria	Pedobacter sp. BAL39				3	9	3	12	23	0	0	38	0	12
Environmental	Bacteria	Pedosphaera parvula				8	47	1	12	23	0	0	36	0	55
Environmental	Bacteria	Pelagibaca bermudensis				5	23	5	23	60	0	0	88	0	28
Environmental	Bacteria	Pelobacter carbinolicus				5	23	3	6	15	0	0	24	0	28
Environmental	Bacteria	Pelobacter propionicus				6	17	2	7	11	0	0	20	0	23
Environmental	Bacteria	Peptoniphilus duerdenii				0	0	0	2	1	0	0	3	0	0
Environmental	Bacteria	Peptoniphilus lacrimalis				1	0	0	4	0	0	0	4	0	1
Environmental	Bacteria	Peptoniphilus sp. oral taxon 386				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Peptostreptococcus stomatis				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Persephonella marina				0	4	1	1	2	0	0	4	0	4
Environmental	Bacteria	Petrotoga mobilis				1	3	1	0	5	0	0	6	0	4
Environmental	Bacteria	Phaeobacter gallaeciensis				2	16	10	30	37	0	0	77	0	18
Environmental	Bacteria	Phascolarctobacterium succinatutens				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	Phenylobacterium zucineum				1	25	11	29	39	0	0	79	0	26
Environmental	Bacteria	Photobacterium angustum				2	3	47	26	17	0	0	90	0	5
Environmental	Bacteria	Photobacterium damselae				1	0	29	22	14	0	0	65	0	1
Environmental	Bacteria	Photobacterium leiognathi				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Photobacterium profundum				0	9	51	12	7	0	0	70	0	9
Environmental	Bacteria	Photobacterium sp. SKA34				1	1	20	9	9	0	0	38	0	2
Environmental	Bacteria	Phytoplasma sp.				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pirellula staleyi				11	77	2	4	36	0	0	42	0	88
Environmental	Bacteria	Planctopirus limnophila				10	42	1	5	13	0	0	19	0	52
Environmental	Bacteria	Planococcus donghaensis				0	5	0	0	2	0	0	2	0	5
Environmental	Bacteria	Plesiocystis pacifica				13	42	2	7	18	0	0	27	0	55
Environmental	Bacteria	Plesiomonas shigelloides				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Polaribacter irgensii				1	7	10	19	35	0	0	64	0	8
Environmental	Bacteria	Polaribacter sp. MED152				6	5	9	20	48	0	0	77	0	11
Environmental	Bacteria	Polaromonas naphthalenivorans				1	8	0	8	4	0	0	12	0	9
Environmental	Bacteria	Polaromonas sp. JS666				10	14	4	8	11	0	0	23	0	24
Environmental	Bacteria	Polynucleobacter necessarius				1	3	3	9	15	0	0	27	0	4
Environmental	Bacteria	Porphyromonas asaccharolytica				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Porphyromonas endodontalis				2	0	0	3	3	0	0	6	0	2
Environmental	Bacteria	Porphyromonas gingivalis				2	8	2	4	3	0	0	9	0	10
Environmental	Bacteria	Porphyromonas uenonis				0	1	1	0	0	0	0	1	0	1
Environmental	Bacteria	Prevotella amnii				0	2	1	1	1	0	0	3	0	2
Environmental	Bacteria	Prevotella bergensis				1	0	0	0	1	0	0	1	0	1
Environmental	Bacteria	Prevotella bivia				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Prevotella bryantii				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Prevotella buccae				0	1	1	0	0	0	0	1	0	1
Environmental	Bacteria	Prevotella buccalis				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Prevotella copri				0	0	0	0	5	0	0	5	0	0
Environmental	Bacteria	Prevotella disiens				0	1	1	0	2	0	0	3	0	1
Environmental	Bacteria	Prevotella melaninogenica				0	2	3	2	7	0	0	12	0	2
Environmental	Bacteria	Prevotella oralis				0	2	0	0	2	0	0	2	0	2
Environmental	Bacteria	Prevotella oris				0	1	0	0	3	0	0	3	0	1
Environmental	Bacteria	Prevotella ruminicola				0	1	0	1	5	0	0	6	0	1
Environmental	Bacteria	Prevotella salivae				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Prevotella sp. oral taxon 299				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Prevotella sp. oral taxon 317				0	4	2	0	1	0	0	3	0	4
Environmental	Bacteria	Prevotella sp. oral taxon 472				0	1	0	2	2	0	0	4	0	1
Environmental	Bacteria	Prevotella timonensis				0	0	0	2	3	0	0	5	0	0
Environmental	Bacteria	Prevotella veroralis				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Prochlorococcus marinus				8	10	953	4201	1898	0	0	7052	0	18
Environmental	Bacteria	Prochlorothrix hollandica				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Propionibacterium acnes				2	13	4	3	5	0	0	12	0	15
Environmental	Bacteria	Prosthecochloris aestuarii				3	7	0	2	0	0	0	2	0	10
Environmental	Bacteria	Proteus mirabilis				0	2	11	8	8	0	0	27	0	2
Environmental	Bacteria	Proteus penneri				0	0	7	2	2	0	0	11	0	0
Environmental	Bacteria	Proteus vulgaris				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Providencia alcalifaciens				1	2	13	6	6	0	0	25	0	3
Environmental	Bacteria	Providencia rettgeri				0	3	21	11	8	0	0	40	0	3
Environmental	Bacteria	Providencia rustigianii				0	1	11	3	5	0	0	19	0	1
Environmental	Bacteria	Providencia stuartii				1	0	12	6	4	0	0	22	0	1
Environmental	Bacteria	Pseudarthrobacter chlorophenolicus				4	0	0	0	0	0	0	0	0	4
Environmental	Bacteria	Pseudarthrobacter phenanthrenivorans				0	5	0	3	2	0	0	5	0	5
Environmental	Bacteria	Pseudoalteromonas atlantica				5	19	116	143	176	0	0	435	0	24
Environmental	Bacteria	Pseudoalteromonas elyakovii				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudoalteromonas haloplanktis				0	0	5	1	3	0	0	9	0	0
Environmental	Bacteria	Pseudoalteromonas sp. BB1				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudoalteromonas sp. BSi20327				0	0	11	0	0	0	0	11	0	0
Environmental	Bacteria	Pseudoalteromonas sp. NM-2001				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Pseudoalteromonas sp. S9				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Pseudoalteromonas sp. SM495				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudoalteromonas sp. SM9913				0	2	576	211	28	0	0	815	0	2
Environmental	Bacteria	Pseudoalteromonas sp. XM2107				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudoalteromonas tunicata				0	4	391	199	53	0	0	643	0	4
Environmental	Bacteria	Pseudodesulfovibrio aespoeensis				5	6	2	6	4	0	0	12	0	11
Environmental	Bacteria	Pseudoflavonifractor capillosus				0	4	0	4	1	0	0	5	0	4
Environmental	Bacteria	Pseudomonas				2	11	31	30	20	0	0	81	0	13
Environmental	Bacteria	Pseudomonas aeruginosa				10	52	43	77	70	0	0	190	0	62
Environmental	Bacteria	Pseudomonas alcaligenes				0	1	1	0	1	0	0	2	0	1
Environmental	Bacteria	Pseudomonas fluorescens				15	35	77	75	50	0	0	202	0	50
Environmental	Bacteria	Pseudomonas mendocina				9	15	18	28	32	0	0	78	0	24
Environmental	Bacteria	Pseudomonas nitroreducens				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Pseudomonas putida				9	36	85	56	62	0	0	203	0	45
Environmental	Bacteria	Pseudomonas resinovorans				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. ADP				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Pseudomonas sp. C6-11				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. C6-16				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. C6-9				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. CT14				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. J465				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. K94.31				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. M1(2010b)				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. ND6				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. S7-29				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. S7-46				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. S7-52				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. S8-151				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas sp. UK4				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Pseudomonas stutzeri				9	8	14	33	24	0	0	71	0	17
Environmental	Bacteria	Pseudomonas syringae				6	28	44	52	49	0	0	145	0	34
Environmental	Bacteria	Pseudonocardia chloroethenivorans				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Pseudooceanicola batsensis				3	19	4	26	44	0	0	74	0	22
Environmental	Bacteria	Pseudoramibacter alactolyticus				0	1	0	1	1	0	0	2	0	1
Environmental	Bacteria	Pseudothermotoga				0	5	0	5	0	0	0	5	0	5
Environmental	Bacteria	Pseudovibrio sp. JE062				0	14	8	36	30	0	0	74	0	14
Environmental	Bacteria	Pseudoxanthomonas suwonensis				2	0	5	7	8	0	0	20	0	2
Environmental	Bacteria	Psychrobacter arcticus				1	5	27	14	6	0	0	47	0	6
Environmental	Bacteria	Psychrobacter cryohalolentis				4	3	32	10	2	0	0	44	0	7
Environmental	Bacteria	Psychrobacter sp. PRwf-1				0	0	28	9	10	0	0	47	0	0
Environmental	Bacteria	Psychroflexus torquis				3	10	11	20	32	0	0	63	0	13
Environmental	Bacteria	Psychromonas ingrahamii				0	5	40	34	31	0	0	105	0	5
Environmental	Bacteria	Psychromonas sp. CNPT3				0	4	18	14	5	0	0	37	0	4
Environmental	Bacteria	Pyramidobacter piscolens				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Rahnella sp. Y9602				0	3	12	7	1	0	0	20	0	3
Environmental	Bacteria	Ralstonia pickettii				2	10	7	9	9	0	0	25	0	12
Environmental	Bacteria	Ralstonia solanacearum				0	2	4	8	4	0	0	16	0	2
Environmental	Bacteria	Ralstonia sp. 5_7_47FAA				0	3	1	2	5	0	0	8	0	3
Environmental	Bacteria	Raphidiopsis brookii				5	0	1	5	8	0	0	14	0	5
Environmental	Bacteria	Reinekea blandensis				0	8	23	28	30	0	0	81	0	8
Environmental	Bacteria	Renibacterium salmoninarum				0	4	2	1	1	0	0	4	0	4
Environmental	Bacteria	Rhizobium etli				7	37	3	51	32	0	0	86	0	44
Environmental	Bacteria	Rhizobium leguminosarum				4	34	12	37	33	0	0	82	0	38
Environmental	Bacteria	Rhodobacter capsulatus				5	9	5	21	20	0	0	46	0	14
Environmental	Bacteria	Rhodobacter sp. SW2				3	9	4	14	18	0	0	36	0	12
Environmental	Bacteria	Rhodobacter sphaeroides				10	40	24	93	90	0	0	207	0	50
Environmental	Bacteria	Rhodobacteraceae bacterium HTCC2083				5	13	13	32	32	0	0	77	0	18
Environmental	Bacteria	Rhodobacteraceae bacterium HTCC2150				7	5	6	31	26	0	0	63	0	12
